"X1.Nezara.viridula.Infected.Fat.Body"	"X2.Nezara.viridula.Infected.Ovary"	"X3.Nezara.viridula.Infected.Spermatheca"	"X4.Nezara.viridula.Infected.Egg"	"X5.Nezara.viridula.Clean.Fat.Body"	"X6.Nezara.viridula.Clean.Ovary"	"X7.Nezara.viridula.Clean.Spermatheca"	"X8.Nezara.viridula.Clean.Egg"	"taxa"
"OTU_16"	0.507819601174604	0.76222141570286	0.0320246285846466	2.48640503967275	-0.271448977334299	1.92131414950562	-0.0856563228101854	4.85414801038249	"uncultured arthrobacter sp. ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__micrococcaceae;g__arthrobacter;s__arthrobacter spp.;superkingdom__bacteria;subclass  actinobacteridae;suborder__micrococcineae"
"OTU_17"	3.14687693078986	1.56072911192063	1.17715693288765	1.47480412799427	3.44560135374633	2.23368883454777	2.73487186171872	0.133419483760125	"gq001873.1 topographical and temporal human skin microbiome skin axillary vault clone nbu165c05c1  ;k__bacteria;p__firmicutes;c__bacilli;o__bacillales;f__staphylococcaceae;g__staphylococcus;s__staphylococcus epidermidis;superkingdom__bacteria"
"OTU_18"	-0.185327579385341	0	-0.122126051242612	0.876967127238649	0	-1.07441812404837	3.27917341468109	0	"proteiniphilum acetatigenes ;k__bacteria;p__bacteroidetes;c__bacteroidia;o__bacteroidales;f__porphyromonadaceae;g__proteiniphilum;s__proteiniphilum acetatigenes;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group"
"OTU_19"	0	-1.43500316163336	0	0.781656947434324	-0.831064765269722	-1.47988323215654	3.1941802018477	-1.25287487735977	"ruminococcus sp. zs2_15 ;k__bacteria;p__firmicutes;c__clostridia;o__clostridiales;f__ruminococcaceae;g__ruminococcus;s__ruminococcus sp.;superkingdom__bacteria"
"OTU_20"	-1.57162194050523	0	-0.122126051242612	0.424982003495592	-1.1187468377215	4.4213830470333	-1.62610136375733	-0.33658414548561	"sphingomonas sp. ng15 ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__sphingomonadales;f__sphingomonadaceae;g__sphingomonas;s__sphingomonas sp.;superkingdom__bacteria"
"OTU_21"	0	-0.048708800513469	1.22160869545848	0.424982003495592	0.960694703958333	0.224864860081889	3.20885691626364	-1.25287487735977	"dq340557.1 bifidobacterium thermophilum subsp. infantis str. rbl67  ;k__bacteria;p__actinobacteria;c__actinobacteria;o__bifidobacteriales;f__bifidobacteriaceae;g__bifidobacterium;s__bifidobacterium thermophilum;superkingdom__bacteria;subclass  actinobacteridae"
"OTU_22"	0	0.356756307594695	2.99876936526539	1.25166057668006	-2.21735912638961	-1.47988323215654	2.75800643712037	0.826566664320071	"uncultured cloacibacterium sp. ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__flavobacteriaceae;g__cloacibacterium;s__cloacibacterium spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group"
"OTU_23"	0.730963152488814	1.89720134854184	2.45556233199635	0.0885097668743788	1.47152032772432	1.4645557470099	2.32193207919384	0.618927299541826	"gq073305.1 topographical and temporal human skin microbiome skin palm clone nbw207e04c1  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__streptococcus;s__streptococcus salivarius;superkingdom__bacteria"
"OTU_24"	-0.878474759945286	-1.43500316163336	0.858703201769115	-0.827780964999776	-0.607921213955512	-1.07441812404837	2.80073928670634	-1.25287487735977	"gq040290.1 topographical and temporal human skin microbiome skin manubrium clone nbw952e07c1  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__xanthomonadales;f__xanthomonadaceae;g__pseudoxanthomonas;s__pseudoxanthomonas taiwanensis;superkingdom__bacteria"
"OTU_25"	0	0	-1.22073833991072	0.676296431776498	0	0	2.78871509373954	0	"uncultured longilinea sp. ;k__bacteria;p__chloroflexi;c__anaerolineae;o__anaerolineales;f__anaerolineaceae;g__longilinea;s__longilinea spp.;superkingdom__bacteria"
"OTU_26"	0	0	0	0.270831323668334	0	3.92053935732865	-0.852911475523852	-1.94602205791971	"af513979.1 alkanindiges illinoisensis str. mvab hex1  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pseudomonadales;f__moraxellaceae;g__alkanindiges;s__alkanindiges illinoisensis;superkingdom__bacteria"
"OTU_27"	-0.878474759945286	-0.741855981073414	-0.815273231802557	-0.134633784439831	2.99212702645181	-0.0935888710366464	2.25889296928289	-0.8474097692516	"af100733.1 stenotrophomonas maltophilia vun10003  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__xanthomonadales;f__xanthomonadaceae;g__stenotrophomonas;s__stenotrophomonas maltophilia;superkingdom__bacteria"
"OTU_28"	-1.57162194050523	0	-1.91388552047067	-0.422315856891612	-1.52421194582967	-1.47988323215654	2.67570893705975	-1.94602205791971	"uncultured dokdonella sp. ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__xanthomonadales;f__xanthomonadaceae;g__dokdonella;s__dokdonella spp.;superkingdom__bacteria"
"OTU_29"	1.20096678173455	0.356756307594695	0.794164680631543	-0.422315856891612	-1.1187468377215	1.63363207705384	2.58849232661634	-1.25287487735977	"aj438048.1 corynebacterium tuberculostearicum str. cip102076  ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__corynebacteriaceae;g__corynebacterium;s__corynebacterium tuberculostearicum;superkingdom__bacteria;subclass  actinobacteridae;suborder__corynebacterineae"
"OTU_30"	0	0	-0.815273231802557	-0.134633784439831	-2.21735912638961	-1.07441812404837	2.55594877888387	-1.25287487735977	"petrobacter sp. enrichment culture clone seq55_11fclone_aer ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__hydrogenophilales;f__hydrogenophilaceae;g__tepidiphilus;s__petrobacter sp.;superkingdom__bacteria"
"OTU_31"	0	0	0.571021129317334	-0.827780964999776	-2.21735912638961	-1.47988323215654	2.47929303465135	0	"sphingobacterium sp. vtt e_073041 ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__sphingobacteriaceae;g__sphingobacterium;s__sphingobacterium sp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group"
"OTU_32"	0	0	0	-0.422315856891612	0	2.35956908043677	2.20976028070525	-1.25287487735977	"sediminibacterium salmoneum ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__chitinophagaceae;g__sediminibacterium;s__sediminibacterium salmoneum;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group"
"OTU_33"	-0.878474759945286	0.644438380046476	1.95731549043722	0.781656947434324	3.1392271482824	1.22816696894567	0.552431080566733	-1.25287487735977	"uncultured atopostipes sp. ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__carnobacteriaceae;g__atopostipes;s__atopostipes spp.;superkingdom__bacteria"
"OTU_34"	-0.185327579385341	0.174434750800741	0	0.0885097668743788	2.50113974490548	1.67711718899358	2.12731661149417	0.944349699976454	"dq178233.1 pseudomonas putida str. pc36  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pseudomonadales;f__pseudomonadaceae;g__pseudomonas;s__pseudomonas putida;superkingdom__bacteria;species group  pseudomonas putida group"
"OTU_35"	0	-0.33639087296525	-1.22073833991072	0.270831323668334	-1.52421194582967	-2.17303041271648	2.36288268280694	-1.94602205791971	"actinomyces sp. ms2 ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__actinomycetaceae;g__actinomyces;s__actinomyces sp.;superkingdom__bacteria;subclass  actinobacteridae;suborder__actinomycineae"
"OTU_36"	0	0	0	-1.52092814555972	-2.21735912638961	0	2.35046016280838	0	"candidatus rhabdochlamydia porcellionis ;k__bacteria;p__chlamydiae;c__chlamydiia;o__chlamydiales;f__rhabdochlamydiaceae;g__candidatus rhabdochlamydia;s__candidatus rhabdochlamydia porcellionis;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group"
"OTU_37"	0.0378159719288689	0.174434750800741	1.66963341798544	-1.52092814555972	-0.271448977334299	0	2.31548044391236	0	"uncultured tepidimonas sp. ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__burkholderiales;g__tepidimonas;s__tepidimonas spp.;superkingdom__bacteria"
"OTU_38"	0.507819601174604	0.510906987421954	-1.22073833991072	-0.134633784439831	3.03491430165702	0.871492025006941	1.25496800147652	-1.25287487735977	"fj009382.1 acinetobacter towneri str. f8  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pseudomonadales;f__moraxellaceae;g__acinetobacter;s__acinetobacter towneri;superkingdom__bacteria"
"OTU_39"	-1.57162194050523	-0.048708800513469	0	-0.827780964999776	3.41743047677964	0	-0.709810631883179	-1.94602205791971	"oenothera berteroana ;k__viridiplantae;p__streptophyta;c__streptophyta;o__myrtales;f__onagraceae;g__oenothera;s__oenothera berteroana;superkingdom__eukaryota;subclass  rosids;subfamily__onagroideae;tribe__onagreae"
"OTU_40"	0	0	0	-0.422315856891612	-2.21735912638961	3.40291869042983	0	0	"aj012068.1 paracoccus sp. b8b2  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodobacterales;f__rhodobacteraceae;g__paracoccus;s__paracoccus denitrificans;superkingdom__bacteria"
"OTU_41"	-1.57162194050523	-1.43500316163336	0.388699572523379	-0.134633784439831	-1.1187468377215	0	2.10360008487686	0.887191286136506	"fj811877.1 leifsonia shinshuensis str. ma2_gfj  ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__microbacteriaceae;g__cryocola;s__cryocola spp.;superkingdom__bacteria;subclass  actinobacteridae;suborder__micrococcineae"
"OTU_42"	0.826273332293139	0.510906987421954	-1.91388552047067	-0.422315856891612	2.72428329621969	0	0.858805286030666	0.251202519416509	"fj596644.1 acinetobacter junii str. p1  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pseudomonadales;f__moraxellaceae;g__acinetobacter;s__acinetobacter junii;superkingdom__bacteria"
"OTU_43"	0	0	-1.91388552047067	-0.827780964999776	0	0	2.05440984068609	0	"acidobacteria bacterium a22_hd_4h ;k__bacteria;p__acidobacteria;c__acidobacteria;o__acidobacteria;f__acidobacteria;g__aridibacter;s__acidobacteria bacterium;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group"
"OTU_44"	0	0	0	-1.52092814555972	1.42022703333677	0	1.88544407507369	0	"uncultured flavisolibacter sp. ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__chitinophagaceae;g__flavisolibacter;s__flavisolibacter spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group"
"OTU_45"	-0.473009651837122	-0.048708800513469	2.16365192343505	-0.422315856891612	2.0453207506517	1.35333011189968	0.693013031187922	0	"ef674852.1 halomonas xinjiangensis str. yim 91125  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__oceanospirillales;f__halomonadaceae;g__halomonas;s__halomonas xinjiangensis;superkingdom__bacteria"
"OTU_46"	0	0	0	-1.52092814555972	0	1.43788749992774	1.83441259506124	0	"ay860237.1 cupriavidus respiraculi str. au3775  ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__burkholderiaceae;g__cupriavidus;s__cupriavidus respiraculi;superkingdom__bacteria"
"OTU_47"	0	0	-1.91388552047067	-1.52092814555972	-2.21735912638961	1.38231764877293	1.80249499209294	0	"nubsella zeaxanthinifaciens ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__sphingobacteriaceae;g__nubsella;s__nubsella zeaxanthinifaciens;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group"
"OTU_48"	0	0	0	-1.52092814555972	-2.21735912638961	-0.227120263661169	1.92924669773208	0	"uncultured reyranella sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodospirillales;f__rhodospirillales;g__reyranella;s__reyranella spp.;superkingdom__bacteria"
"OTU_49"	2.27852566120483	-1.43500316163336	1.66963341798544	-0.827780964999776	2.00214857878649	2.06107609188078	0.0478750698143373	0	"ay281086.1 streptococcus sanguinis str. atcc 49296  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__streptococcus;s__streptococcus sanguinis;superkingdom__bacteria"
"OTU_50"	-1.57162194050523	0	0	0	-2.21735912638961	-1.47988323215654	1.8291632391751	0	"uncultured haliscomenobacter sp. ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__saprospiraceae;g__haliscomenobacter;s__haliscomenobacter spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group"
"OTU_51"	0	-1.43500316163336	1.22160869545848	-1.52092814555972	0	-2.17303041271648	1.57257175379335	0	"daeguia caeni ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__brucellaceae;g__daeguia;s__daeguia caeni;superkingdom__bacteria"
"OTU_52"	0	0	0	-1.52092814555972	-2.21735912638961	1.04584541215172	1.65731298224844	0	"ay167828.1 novosphingobium subarcticum str. safr_035  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__sphingomonadales;f__sphingomonadaceae;g__novosphingobium;s__novosphingobium subarcticum;superkingdom__bacteria"
"OTU_53"	0	0	-1.91388552047067	-1.52092814555972	-1.52421194582967	-2.17303041271648	1.74119446622914	0	"uncultured bellilinea sp. ;k__bacteria;p__chloroflexi;c__anaerolineae;o__anaerolineales;f__anaerolineaceae;g__bellilinea;s__bellilinea spp.;superkingdom__bacteria"
"OTU_54"	-0.473009651837122	-1.43500316163336	1.08184675308332	-0.422315856891612	1.61128227009948	1.85232127801867	0.219725326740996	0	"atopostipes sp. 17.2 aw ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__carnobacteriaceae;g__atopostipes;s__atopostipes sp.;superkingdom__bacteria"
"OTU_55"	-1.57162194050523	0	0	0	-2.21735912638961	2.81057620899185	0	0	"lysobacter sp. 9nm_14 ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__xanthomonadales;f__xanthomonadaceae;g__lysobacter;s__lysobacter sp.;superkingdom__bacteria"
"OTU_56"	0	0	-1.91388552047067	0	0	0	1.49479405275066	0	"fj167432.1 microbiology granular sludge under autotrophic mixotrophic and heterotrophic denitrification conditions denitrifying bioreactor clone r1a_4  ;k__archaea;p__euryarchaeota;c__methanobacteria;o__methanobacteriales;f__methanobacteriaceae;g__methanobacterium;s__methanobacterium beijingense;superkingdom__archaea"
"OTU_57"	0	0	0	-1.52092814555972	0	0	1.49479405275066	0	"aquimonas sp. enrichment culture clone 03suj1 ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__xanthomonadales;f__xanthomonadaceae;g__aquimonas;s__aquimonas sp.;superkingdom__bacteria"
"OTU_58"	0	0	2.90639604513437	-1.52092814555972	-2.21735912638961	0	-0.584647488929173	-1.94602205791971	"lactobacillus pentosus ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__lactobacillaceae;g__lactobacillus;s__lactobacillus pentosus;superkingdom__bacteria"
"OTU_59"	0	0	0	-1.52092814555972	0	-1.07441812404837	1.53089905739278	0	"uncultured alkalibacter sp. ;k__bacteria;p__firmicutes;c__clostridia;o__clostridiales;f__eubacteriaceae;g__alkalibacter;s__alkalibacter spp.;superkingdom__bacteria"
"OTU_60"	0	0	-1.91388552047067	-0.422315856891612	-1.52421194582967	2.82418186104763	0	0	"lysobacter sp. cj29 ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__xanthomonadales;f__xanthomonadaceae;g__lysobacter;s__lysobacter sp.;superkingdom__bacteria"
"OTU_61"	0	0	-1.91388552047067	0	0	0	1.43416943093423	0	"uncultured clostridium sp. ;k__bacteria;p__firmicutes;c__clostridia;o__clostridiales;f__clostridiaceae;g__clostridium;s__clostridium spp.;superkingdom__bacteria"
"OTU_62"	0	0	0	-1.52092814555972	0	-2.17303041271648	1.41045290431691	0	"uncultured thermomonas sp. ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__xanthomonadales;f__xanthomonadaceae;g__thermomonas;s__thermomonas spp.;superkingdom__bacteria"
"OTU_63"	0	0	0	0	0	-2.17303041271648	1.35282379148028	-1.94602205791971	"uncultured clostridium sp. ;k__bacteria;p__firmicutes;c__clostridia;o__clostridiales;f__clostridiaceae;g__clostridium;s__clostridium spp.;superkingdom__bacteria"
"OTU_64"	0	0	0.65106383699087	-0.827780964999776	-1.52421194582967	0	1.23609951717213	0	"aj311980.1 pseudomonas thermotolerans str. cm3  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pseudomonadales;f__pseudomonadaceae;g__pseudomonas;s__pseudomonas thermotolerans;superkingdom__bacteria"
"OTU_65"	0	0	-1.91388552047067	-0.827780964999776	0	0	1.26427039413883	-1.94602205791971	"uncultured hyphomicrobium sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__hyphomicrobiaceae;g__hyphomicrobium;s__hyphomicrobium spp.;superkingdom__bacteria"
"OTU_66"	-0.185327579385341	0	0	-0.827780964999776	-2.21735912638961	0.535019788385728	1.04804728566919	-0.8474097692516	"ay602219.2 rhodococcus yunnanensis str. yim 70056  ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__nocardiaceae;g__rhodococcus;s__rhodococcus yunnanensis;superkingdom__bacteria;subclass  actinobacteridae;suborder__corynebacterineae"
"OTU_67"	0	0	-1.91388552047067	0	-2.21735912638961	0	1.24557826112668	0	"uncultured cytophaga sp. ;k__bacteria;p__bacteroidetes;c__cytophagia;o__cytophagales;f__cytophagaceae;g__cytophaga;s__cytophaga spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group"
"OTU_68"	0	0	0	-0.827780964999776	0	0	1.16710664568518	0	"ab294165.1 alkalibacterium thalassios str. t117_1_2  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__carnobacteriaceae;g__alkalibacterium;s__alkalibacterium thalassios;superkingdom__bacteria"
"OTU_69"	0	0	-1.22073833991072	0	0	0.822701860837509	1.08194883734488	0	"mycoplana sp. kt14 ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__brucellaceae;g__mycoplana;s__mycoplana sp.;superkingdom__bacteria"
"OTU_70"	0	0	0	0	0	2.26962084377383	0	0	"agrobacterium sp. b1 ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__rhizobiaceae;g__agrobacterium;s__agrobacterium sp.;superkingdom__bacteria"
"OTU_71"	0	-1.43500316163336	0	0.424982003495592	0	-2.17303041271648	-2.31924854431728	2.56483744859714	"modestobacter sp. 3368o2 ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__geodermatophilaceae;g__modestobacter;s__modestobacter sp.;superkingdom__bacteria;subclass  actinobacteridae;suborder__frankineae"
"OTU_72"	0.220137528722824	0	2.32022098412659	-1.52092814555972	0.82716331133381	0	-2.72471365242544	-1.25287487735977	"uncultured dietzia sp. ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__dietziaceae;g__dietzia;s__dietzia spp.;superkingdom__bacteria;subclass  actinobacteridae;suborder__corynebacterineae"
"OTU_73"	0	0	0	-0.827780964999776	0	-2.17303041271648	1.16710664568518	0	"uncultured pseudomonas sp. ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pseudomonadales;f__pseudomonadaceae;g__pseudomonas;s__pseudomonas spp.;superkingdom__bacteria"
"OTU_74"	0	0	-1.91388552047067	-0.134633784439831	0	-1.47988323215654	1.03648646326812	0	"erythrobacter sp. smb2 ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__sphingomonadales;f__erythrobacteraceae;g__erythrobacter;s__erythrobacter sp.;superkingdom__bacteria"
"OTU_75"	-1.57162194050523	0	-1.91388552047067	-0.827780964999776	-2.21735912638961	0.129554680277564	0.925944588868295	0	"nc_010376.1 finegoldia magna str. atcc 29328  ;k__bacteria;p__firmicutes;c__clostridia;o__clostridiales;f__peptoniphilaceae;g__finegoldia;s__finegoldia magna;superkingdom__bacteria"
"OTU_76"	0	-1.43500316163336	0	0	-2.21735912638961	0	1.07077553674675	0	"uncultured candidatus competibacter sp. ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__gammaproteobacteria;f__competibacteraceae;g__candidatus competibacter;s__uncultured candidatus competibacter sp.;superkingdom__bacteria"
"OTU_77"	0	0	0	0	0	0	1.07077553674675	0	"cp000463.1 rhodopseudomonas palustris str. bisa53  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__bradyrhizobiaceae;g__rhodopseudomonas;s__rhodopseudomonas palustris;superkingdom__bacteria"
"OTU_78"	-1.57162194050523	0	0	0	0	0	1.08194883734488	0	"altererythrobacter sp. 26dy36 ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__sphingomonadales;f__erythrobacteraceae;g__altererythrobacter;s__altererythrobacter sp.;superkingdom__bacteria"
"OTU_79"	0	0	0	-0.134633784439831	0	-0.786736051596592	-2.72471365242544	2.42342579454731	"skermanella sp. a103_02 ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodospirillales;f__rhodospirillaceae;g__skermanella;s__skermanella sp.;superkingdom__bacteria"
"OTU_80"	0	-1.43500316163336	0	-1.52092814555972	0	-2.17303041271648	1.03648646326812	0	"uncultured lewinella sp. ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__saprospiraceae;g__lewinella;s__lewinella spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group"
